name,website,domain,city,state,category,phone,public_email,source_type,source_url,raw_source_id,acquired_at
Barry's,https://www.barrys.com/studio/palo-alto/,barrys.com,Palo Alto,CA,gyms,+1 650-323-1267,paloalto@barrys.com,openstreetmap,https://www.openstreetmap.org/node/2565271187,2565271187,2026-04-28 07:53:43.650201
Barry's,https://www.barrys.com/studio/fidi/,barrys.com,San Francisco,CA,gyms,+1 415 5449934,fidisf@barrys.com,openstreetmap,https://www.openstreetmap.org/node/9411404744,9411404744,2026-04-28 07:53:43.650201
Basecamp Fitness,https://www.basecampfitness.com/studio/burlingame,basecampfitness.com,Burlingame,CA,gyms,+1-650-502-0844,"",openstreetmap,https://www.openstreetmap.org/node/11650360069,11650360069,2026-04-28 07:53:43.650201
Basecamp Fitness,https://www.basecampfitness.com/studio/pasadena,basecampfitness.com,Pasadena,CA,gyms,+1 626-714-7600,pasadena@basecampfitness.com,openstreetmap,https://www.openstreetmap.org/node/4808297544,4808297544,2026-04-28 07:53:43.650201
Basecamp Fitness,https://basecampfitness.co/locations/west-hollywood/,basecampfitness.co,West Hollywood,CA,gyms,+1-424-343-0555,weho@basecampfitness.co,openstreetmap,https://www.openstreetmap.org/node/5246349709,5246349709,2026-04-28 07:53:43.650201
Bay Aerials Gymnastics,https://www.bayaerials.com/,bayaerials.com,"","",gyms,+1 510 6515870,"",openstreetmap,https://www.openstreetmap.org/node/3936294998,3936294998,2026-04-28 07:53:43.650201
Bay Club,https://www.bayclubs.com/ElSegundo/,bayclubs.com,El Segundo,CA,gyms,+1-310-643-6978,"",openstreetmap,https://www.openstreetmap.org/node/424945844,424945844,2026-04-28 07:53:43.650201
Bay Club Courtside,https://www.bayclubs.com/courtside/,bayclubs.com,Los Gatos,CA,gyms,+1 408-395-7111,info.bccs@bayclubs.com,openstreetmap,https://www.openstreetmap.org/node/1382101104,1382101104,2026-04-28 07:53:43.650201
Bay Club Redwood Shores,https://www.bayclubs.com/redwoodshores/,bayclubs.com,Redwood City,CA,gyms,+1-650-593-4900,"",openstreetmap,https://www.openstreetmap.org/node/98952449,98952449,2026-04-28 07:53:43.650201
Bay Club Redwood Shores,https://www.bayclubs.com/redwoodshores,bayclubs.com,"","",gyms,+1-650-593-4900,"",openstreetmap,https://www.openstreetmap.org/way/1872894,-1872894,2026-04-28 07:53:43.650201
Bay-O-Vista Swim & Tennis Club,https://bovswim.com/,bovswim.com,San Leandro,CA,gyms,+1-510-357-8366,"",openstreetmap,https://www.openstreetmap.org/node/4588826539,4588826539,2026-04-28 07:53:43.650201
Bayclub Pleasanton,https://www.bayclubs.com/pleasanton/,bayclubs.com,Pleasanton,CA,gyms,+1 925-463-2822,concierge@bayclubs.com,openstreetmap,https://www.openstreetmap.org/node/233066651,233066651,2026-04-28 07:53:43.650201
Be Well Be Strong Pilates,https://www.bewellbestrongpilatesllc.com/,bewellbestrongpilatesllc.com,Sebastopol,CA,gyms,+1-707-827-8358,bwbsp@sonic.net,openstreetmap,https://www.openstreetmap.org/node/13475056852,13475056852,2026-04-28 07:53:43.650201
Beale Rod-N-Gun Club,https://www.bealefss.com/rod-n-gun-club.html,bealefss.com,Beale AFB,CA,gyms,+1-530-788-2473,bealerodngun@gmail.com,openstreetmap,https://www.openstreetmap.org/node/3310622697,3310622697,2026-04-28 07:53:43.650201
Benchmark Climbing,https://www.benchmarkclimbing.com/,benchmarkclimbing.com,San Francisco,CA,gyms,+1 415 9137490,info@benchmarkclimbing.com,openstreetmap,https://www.openstreetmap.org/node/4004802465,4004802465,2026-04-28 07:53:43.650201
Berkeley Ironworks,https://touchstoneclimbing.com/ironworks/,touchstoneclimbing.com,Berkeley,CA,gyms,+1 510 9819900,contactbi@touchstoneclimbing.com,openstreetmap,https://www.openstreetmap.org/node/157158278,157158278,2026-04-28 07:53:43.650201
Berkeley YMCA,https://ymcaeastbay.org/locations/berkeley-ymca,ymcaeastbay.org,Berkeley,CA,gyms,+1 510 848 9622,"",openstreetmap,https://www.openstreetmap.org/node/43001975,43001975,2026-04-28 07:53:43.650201
Bernal Yoga,https://bernalyoga.com/,bernalyoga.com,"","",gyms,+1-415-643-9007,"",openstreetmap,https://www.openstreetmap.org/node/4637222973,4637222973,2026-04-28 07:53:43.650201
Beverly Hills Karate Academy,http://www.beverlyhillskarateacademy.com,beverlyhillskarateacademy.com,West Hollywood,CA,gyms,+1-310-275-2661,"",openstreetmap,https://www.openstreetmap.org/node/440839027,440839027,2026-04-28 07:53:43.650201
Bija Yoga,https://bijayoga.com,bijayoga.com,"","",gyms,+1 415-661-9642,"",openstreetmap,https://www.openstreetmap.org/node/12300049959,12300049959,2026-04-28 07:53:43.650201
Bikram Hot Yoga,https://hotyogaplus-sf.com,hotyogaplus-sf.com,"","",gyms,+1 415-340-3281,"",openstreetmap,https://www.openstreetmap.org/node/6829148264,6829148264,2026-04-28 07:53:43.650201
Bikram Yoga San Jose,https://bikramyogasanjose.com,bikramyogasanjose.com,San Jose,"",gyms,+1 408 255 9910,"",openstreetmap,https://www.openstreetmap.org/node/2570745262,2570745262,2026-04-28 07:53:43.650201
Bishop Strength and Wellness,https://www.bishopstrength.com/,bishopstrength.com,bishop,CA,gyms,+1-760-920-5420,"",openstreetmap,https://www.openstreetmap.org/node/10647677197,10647677197,2026-04-28 07:53:43.650201
Bladium Sports & Fitness Club,https://www.bladium.com/,bladium.com,"","",gyms,+1-510-814-4999,alamedasoccer@bladium.com,openstreetmap,https://www.openstreetmap.org/node/4413356501,4413356501,2026-04-28 07:53:43.650201
Blossoming Lotus,blossominglotusgyrotonic.com,blossominglotusgyrotonic.com,Claremont,CA,gyms,+1-808-756-1628,"",openstreetmap,https://www.openstreetmap.org/node/12389356172,12389356172,2026-04-28 07:53:43.650201
Blue Moon,https://bluemoonyogastudios.com/,bluemoonyogastudios.com,Clovis,CA,gyms,+1-559-325-2583,"",openstreetmap,https://www.openstreetmap.org/node/12974807494,12974807494,2026-04-28 07:53:43.650201
Blue Moon Yoga,https://www.bluemoonyogastudios.com/,bluemoonyogastudios.com,Fresno,CA,gyms,+1-559-434-2469,"",openstreetmap,https://www.openstreetmap.org/node/12411532624,12411532624,2026-04-28 07:53:43.650201
Body By Discipline,https://www.bodybydiscipline.com,bodybydiscipline.com,Lemon Grove,CA,gyms,+1-619-719-6569,"",openstreetmap,https://www.openstreetmap.org/node/1090901593,1090901593,2026-04-28 07:53:43.650201
Body By Simone,https://www.bodybysimone.com/locations/los-angeles/,bodybysimone.com,West Hollywood,CA,gyms,+1-310-360-0335,infola@bodybysimone.com,openstreetmap,https://www.openstreetmap.org/node/5247316905,5247316905,2026-04-28 07:53:43.650201
Body Evolution OC,https://www.bodyevolutionoc.com/,bodyevolutionoc.com,Laguna Hills,CA,gyms,+1-949-510-6946,"",openstreetmap,https://www.openstreetmap.org/node/4971597231,4971597231,2026-04-28 07:53:43.650201
Bomitra Yoga,https://bomitrayoga.com/,bomitrayoga.com,"","",gyms,+1-650-967-2968,"",openstreetmap,https://www.openstreetmap.org/node/5031457745,5031457745,2026-04-28 07:53:43.650201
Bond Fitness,https://www.bondfitness.com/,bondfitness.com,Santa Barbara,CA,gyms,+1 805-845-6700,"",openstreetmap,https://www.openstreetmap.org/node/13241520219,13241520219,2026-04-28 07:53:43.650201
Boppilates,https://boppilatesboutique.com/,boppilatesboutique.com,Fresno,CA,gyms,+1-559-940-0279,"",openstreetmap,https://www.openstreetmap.org/node/12411532632,12411532632,2026-04-28 07:53:43.650201
Boulevard Fitness,blvdfitness.com,blvdfitness.com,San Diego,"",gyms,+1-619-296-7878,"",openstreetmap,https://www.openstreetmap.org/node/596067116,596067116,2026-04-28 07:53:43.650201
Breeze Lagree,https://breezelagree.com,breezelagree.com,Costa Mesa,CA,gyms,+1-949-423-6250,"",openstreetmap,https://www.openstreetmap.org/node/13451864502,13451864502,2026-04-28 07:53:43.650201
Brenda Athletic Clubs - Turlock Sport Club,https://www.brendaathletics.com/turlock-contact,brendaathletics.com,Turlock,CA,gyms,+1 209 668 3838,esmeraldat@brendaathletics.com,openstreetmap,https://www.openstreetmap.org/node/1423761683,1423761683,2026-04-28 07:53:43.650201
Bridges Rock Gym,https://www.bridgesrockgym.com/,bridgesrockgym.com,El Cerrito,CA,gyms,+1-510-525-5635,"",openstreetmap,https://www.openstreetmap.org/node/109504819,109504819,2026-04-28 07:53:43.650201
Build Private Access Gym,https://joinbuildgym.com/,joinbuildgym.com,San Diego,CA,gyms,+1-619-304-9966,info@joinbuildgym.com,openstreetmap,https://www.openstreetmap.org/node/5747730531,5747730531,2026-04-28 07:53:43.650201
Built Fit City,https://www.builtfitgym.net,builtfitgym.net,"","",gyms,+1-408-497-1208,"",openstreetmap,https://www.openstreetmap.org/node/13276687064,13276687064,2026-04-28 07:53:43.650201
Bunda,https://www.trainbunda.com/locations/pasadena-ca/,trainbunda.com,Pasadena,CA,gyms,+1 626-298-6226,pasadena@trainbunda.com,openstreetmap,https://www.openstreetmap.org/node/3178371565,3178371565,2026-04-28 07:53:43.650201
Burbank Tennis Center,https://www.burbanktenniscenter.com/,burbanktenniscenter.com,Burbank,CA,gyms,+1-818-843-4105,"",openstreetmap,https://www.openstreetmap.org/node/31967789,31967789,2026-04-28 07:53:43.650201
Burn 60,https://burn60.com/west-hollywood/,burn60.com,West Hollywood,CA,gyms,+1-213-261-3622,"",openstreetmap,https://www.openstreetmap.org/node/5206110789,5206110789,2026-04-28 07:53:43.650201
CB Fit,https://www.cbfit.com/,cbfit.com,"","",gyms,+1-925-448-8202,"",openstreetmap,https://www.openstreetmap.org/node/9656779058,9656779058,2026-04-28 07:53:43.650201
CCC Fitness,https://www.cccfitness.com/,cccfitness.com,San Luis Obispo,CA,gyms,+1 805 305 1915,cccfitnesstv@gmail.com,openstreetmap,https://www.openstreetmap.org/node/11247428661,11247428661,2026-04-28 07:53:43.650201
Cal City MX Park,http://www.calcitymxpark.com/,calcitymxpark.com,"","",gyms,+1 760 977 9774,"",openstreetmap,https://www.openstreetmap.org/node/558600665,558600665,2026-04-28 07:53:43.650201
Cal Raceway,https://calraceway.com/,calraceway.com,Orange,CA,gyms,+1-714-348-1924,"",openstreetmap,https://www.openstreetmap.org/node/777214186,777214186,2026-04-28 07:53:43.650201
Calcourts Health & Fitness Center,https://calcourtsfitness.com/,calcourtsfitness.com,"","",gyms,+1-707-445-5445,"",openstreetmap,https://www.openstreetmap.org/node/865699951,865699951,2026-04-28 07:53:43.650201
Cañada College Athletic Center,https://comfit.canadacollege.edu/,comfit.canadacollege.edu,"","",gyms,+1-650-381-3575,"",openstreetmap,https://www.openstreetmap.org/node/11880554550,11880554550,2026-04-28 07:53:43.650201
CenCal Barbell,https://www.cencalbarbell.com/,cencalbarbell.com,Fresno,CA,gyms,+15598909463,"",openstreetmap,https://www.openstreetmap.org/node/13672972518,13672972518,2026-04-28 07:53:43.650201
Centerline 33,https://www.centerline33.com/,centerline33.com,Rohnert Park,CA,gyms,+1-707-303-3131,"",openstreetmap,https://www.openstreetmap.org/node/13357028474,13357028474,2026-04-28 07:53:43.650201
Chula Vista Jiu Jitsu Club,http://www.chulavistajiujitsuclub.com/,chulavistajiujitsuclub.com,"","",gyms,+1-619-934-5995,info@chulavistajiujitsuclub.com,openstreetmap,https://www.openstreetmap.org/node/13204005901,13204005901,2026-04-28 07:53:43.650201
Chuze Fitness,https://chuzefitness.com/gym-locations/ca/garden-grove/?utm_source=GMBlisting&utm_medium=Organic,chuzefitness.com,Garden Grove,CA,gyms,+1-714-705-4504,"",openstreetmap,https://www.openstreetmap.org/node/10035431882,10035431882,2026-04-28 07:53:43.650201
Chuze Fitness,https://chuzefitness.com/gym-locations/ca/santee/,chuzefitness.com,Santee,CA,gyms,+1 619 357 4373,"",openstreetmap,https://www.openstreetmap.org/node/9971240961,9971240961,2026-04-28 07:53:43.650201
Chuze Fitness,https://chuzefitness.com/gym-locations/ca/riverside/,chuzefitness.com,Riverside,CA,gyms,+1951-228-3162,info@chuzefitness.com,openstreetmap,https://www.openstreetmap.org/node/13622250201,13622250201,2026-04-28 07:53:43.650201
Chuze Fitness,https://chuzefitness.com/gym-locations/ca/cudahy/,chuzefitness.com,Cudahy,CA,gyms,+1-323-743-8049,"",openstreetmap,https://www.openstreetmap.org/node/12639882001,12639882001,2026-04-28 07:53:43.650201
Chuze Fitness,https://chuzefitness.com/gym-locations/ca/temple-city/,chuzefitness.com,Temple City,CA,gyms,+1 626-427-7828,"",openstreetmap,https://www.openstreetmap.org/node/11963903266,11963903266,2026-04-28 07:53:43.650201
Chuze Fitness,https://chuzefitness.com/gym-locations/ca/encinitas/,chuzefitness.com,Encinitas,CA,gyms,+1 858-727-1197,"",openstreetmap,https://www.openstreetmap.org/node/131288838,131288838,2026-04-28 07:53:43.650201
City Beach Volleyball,https://citybeachvb.com/,citybeachvb.com,"","",gyms,+1 510-651-2500,"",openstreetmap,https://www.openstreetmap.org/node/10566459254,10566459254,2026-04-28 07:53:43.650201
City Sports,https://citysportsfitness.com,citysportsfitness.com,"","",gyms,+1-510-780-3321,"",openstreetmap,https://www.openstreetmap.org/node/12884642321,12884642321,2026-04-28 07:53:43.650201
City Sports Club,https://www.citysportsfitness.com/Pages/clubhome.aspx?clubid=1189&Antioch-California+GYM,citysportsfitness.com,antioch,CA,gyms,+1-925-732-9488,"",openstreetmap,https://www.openstreetmap.org/node/554806380,554806380,2026-04-28 07:53:43.650201
Class 5 Fitness 24/7,https://www.24-7at5.com/,24-7at5.com,Sonora,CA,gyms,+1-209-532-3900,"",openstreetmap,https://www.openstreetmap.org/node/582650891,582650891,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/location/danville,clubpilates.com,Danville,CA,gyms,+1-925-854-5500,danville@clubpilates.com,openstreetmap,https://www.openstreetmap.org/node/7703818303,7703818303,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/location/simivalley,clubpilates.com,Simi Valley,CA,gyms,+1 805-261-1444,"",openstreetmap,https://www.openstreetmap.org/node/11962924379,11962924379,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/eastvalenorco,clubpilates.com,Norco,CA,gyms,+1-951-968-0268,"",openstreetmap,https://www.openstreetmap.org/node/9005355517,9005355517,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/location/pasadena,clubpilates.com,Pasadena,CA,gyms,+1-626-557-4484,pasadena@clubpilates.com,openstreetmap,https://www.openstreetmap.org/node/13432038577,13432038577,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/location/granitehills,clubpilates.com,El Cajon,CA,gyms,+1-619-329-1180,"",openstreetmap,https://www.openstreetmap.org/node/9368683632,9368683632,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com,clubpilates.com,Palm Springs,CA,gyms,+1-760-537-0467,"",openstreetmap,https://www.openstreetmap.org/node/13071909883,13071909883,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/pleasanthill,clubpilates.com,Pleasant Hill,CA,gyms,+1-925-344-6155,"",openstreetmap,https://www.openstreetmap.org/node/11770052450,11770052450,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/fremont,clubpilates.com,Fremont,CA,gyms,+1 510-585-3136,"",openstreetmap,https://www.openstreetmap.org/node/10600246964,10600246964,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/location/soma,clubpilates.com,"","",gyms,+1 415-251-3000,"",openstreetmap,https://www.openstreetmap.org/node/10917024236,10917024236,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/location/gardengrove,clubpilates.com,Garden Grove,CA,gyms,+1-714-660-0332,gardengrove@clubpilates.com,openstreetmap,https://www.openstreetmap.org/node/9742025907,9742025907,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/location/fivepoints,clubpilates.com,Santa Barbara,CA,gyms,+1-805-618-1012,fivepoints@clubpilates.com,openstreetmap,https://www.openstreetmap.org/node/6979706261,6979706261,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/northfresno/,clubpilates.com,Fresno,CA,gyms,+1-559-239-4023,"",openstreetmap,https://www.openstreetmap.org/node/11878285566,11878285566,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/regional/san-diego,clubpilates.com,San Diego,CA,gyms,+1-858-254-3326,"",openstreetmap,https://www.openstreetmap.org/node/13709464539,13709464539,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com/location/callereal,clubpilates.com,Goleta,CA,gyms,+1-805-679-5674,callereal@clubpilates.com,openstreetmap,https://www.openstreetmap.org/node/13335159715,13335159715,2026-04-28 07:53:43.650201
Club Pilates,https://www.clubpilates.com,clubpilates.com,"","",gyms,+1 805-706-0533,oxnard@clubpilates.com,openstreetmap,https://www.openstreetmap.org/node/11959526804,11959526804,2026-04-28 07:53:43.650201
Copley-Price Family YMCA,https://www.ymcasd.org/locations/copley-price-family-ymca,ymcasd.org,San Diego,CA,gyms,+1-619-280-9622,"",openstreetmap,https://www.openstreetmap.org/node/381012089,381012089,2026-04-28 07:53:43.650201
Core Conditioning,http://coreconditioninggpt.com,coreconditioninggpt.com,"","",gyms,+1-818-333-7281,"",openstreetmap,https://www.openstreetmap.org/node/12197869702,12197869702,2026-04-28 07:53:43.650201
CorePower Yoga,https://www.corepoweryoga.com/yoga-studios/ca/santa-barbara/state-street-santa-barbara,corepoweryoga.com,Santa Barbara,CA,gyms,+1-805-884-9642,"",openstreetmap,https://www.openstreetmap.org/node/11732274908,11732274908,2026-04-28 07:53:43.650201
CorePower Yoga,https://www.corepoweryoga.com/yoga-studios/ca/santa-barbara/goleta,corepoweryoga.com,Goleta,CA,gyms,+1-805-845-2574,"",openstreetmap,https://www.openstreetmap.org/node/6043579061,6043579061,2026-04-28 07:53:43.650201
CorePower Yoga,https://www.corepoweryoga.com/yoga-studios/ca/san-francisco/cow-hollow,corepoweryoga.com,San Francisco,CA,gyms,+1-833-448-2561,"",openstreetmap,https://www.openstreetmap.org/node/2337759318,2337759318,2026-04-28 07:53:43.650201
CorePower Yoga,https://www.uscvillage.com/corepower-yoga/,uscvillage.com,Los Angeles,CA,gyms,+1-704-946-7931,"",openstreetmap,https://www.openstreetmap.org/node/5567734316,5567734316,2026-04-28 07:53:43.650201
CorePower Yoga,https://www.corepoweryoga.com/yoga-studios/CA/Newport-Beach/fashion-island,corepoweryoga.com,Newport Beach,CA,gyms,+1-949-721-2000,"",openstreetmap,https://www.openstreetmap.org/node/10160486353,10160486353,2026-04-28 07:53:43.650201
CorePower Yoga,https://www.corepoweryoga.com/yoga-studios/ca/san-diego/utc-la-jolla,corepoweryoga.com,San Diego,CA,gyms,+1-858-455-9642,"",openstreetmap,https://www.openstreetmap.org/node/1276669817,1276669817,2026-04-28 07:53:43.650201
CorePower Yoga,https://www.corepoweryoga.com/yoga-studios/ca/santa-barbara/la-cumbre,corepoweryoga.com,Santa Barbara,CA,gyms,+1 805-770-5455,"",openstreetmap,https://www.openstreetmap.org/node/13321435022,13321435022,2026-04-28 07:53:43.650201
Costello Pool,https://www.laparks.org/aquatic/summer/costello-pool,laparks.org,Los Angeles,CA,gyms,+1-323-526-3073,costello.pool@lacity.org,openstreetmap,https://www.openstreetmap.org/node/1112202753,1112202753,2026-04-28 07:53:43.650201
Country Strong Fitness,https://www.countrystrongfitness.com,countrystrongfitness.com,Palo Cedro,CA,gyms,+1-530-547-1119,"",openstreetmap,https://www.openstreetmap.org/node/1127925533,1127925533,2026-04-28 07:53:43.650201
CrossFit,https://www.crossfitati.com/,crossfitati.com,"","",gyms,+1-925-552-9741,"",openstreetmap,https://www.openstreetmap.org/node/9960432192,9960432192,2026-04-28 07:53:43.650201
CrossFit,https://crossfit626.com/,crossfit626.com,San Marino,CA,gyms,+1-626-602-1572,"",openstreetmap,https://www.openstreetmap.org/node/12919972148,12919972148,2026-04-28 07:53:43.650201
CrossFit,https://crossfitsantabarbara.com/,crossfitsantabarbara.com,Goleta,CA,gyms,+1-805-699-6561,info@crossfitsantabarbara.com,openstreetmap,https://www.openstreetmap.org/node/13076544708,13076544708,2026-04-28 07:53:43.650201
CrossFit,https://www.crossfitdta.com/,crossfitdta.com,Alhambra,CA,gyms,+1 626-239-8507,info@crossfitdta.com,openstreetmap,https://www.openstreetmap.org/node/13508527817,13508527817,2026-04-28 07:53:43.650201
CrossFit Potrero Hill,https://crossfitpotrerohill.com/,crossfitpotrerohill.com,San Francisco,CA,gyms,+1 415-869-8776,Info@CrossFitPotreroHill.com,openstreetmap,https://www.openstreetmap.org/node/8660742534,8660742534,2026-04-28 07:53:43.650201
CrossFit UP,https://www.crossfit-up.com/,crossfit-up.com,Santa Cruz,CA,gyms,+1-831-475-2535,"",openstreetmap,https://www.openstreetmap.org/node/10692035491,10692035491,2026-04-28 07:53:43.650201
CrossFit Valley of the Moon,http://crossfitvalleyofthemoon.com,crossfitvalleyofthemoon.com,Sonoma,"",gyms,+1-707-933-7904,"",openstreetmap,https://www.openstreetmap.org/node/2835214161,2835214161,2026-04-28 07:53:43.650201
Crossfit Nipomo,https://www.crossfitnipomo.com/,crossfitnipomo.com,"","",gyms,+1-202-425-8248,"",openstreetmap,https://www.openstreetmap.org/node/169891074,169891074,2026-04-28 07:53:43.650201
Crossfit Oakland,https://www.crossfitoakland.com/,crossfitoakland.com,Emeryville,CA,gyms,+1 510 9850210,info@crossfitoakland.com,openstreetmap,https://www.openstreetmap.org/node/2340056955,2340056955,2026-04-28 07:53:43.650201
Crossfit Radiate,https://www.crossfitradiate.com/,crossfitradiate.com,Bishop,CA,gyms,+1 760-920-7519,"",openstreetmap,https://www.openstreetmap.org/node/10647706107,10647706107,2026-04-28 07:53:43.650201
Crossfit San Mateo,https://www.crossfitsm.com/,crossfitsm.com,"","",gyms,+1-650-242-5410,"",openstreetmap,https://www.openstreetmap.org/node/7005465505,7005465505,2026-04-28 07:53:43.650201
Crossfit Training Yard,https://crossfittrainingyard.com/,crossfittrainingyard.com,"","",gyms,+1 818-672-5356,"",openstreetmap,https://www.openstreetmap.org/node/5116060524,5116060524,2026-04-28 07:53:43.650201
Crowell Family YMCA,https://www.ymcala.org/locations/crowell-family-ymca/,ymcala.org,South Pasadena,CA,gyms,+1-626-799-9119,"",openstreetmap,https://www.openstreetmap.org/node/13462996084,13462996084,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com/locations/san-mateo,crunch.com,San Mateo,CA,gyms,+1 650-212-4653,sanmateomanager@crunch.com,openstreetmap,https://www.openstreetmap.org/node/11557859772,11557859772,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com/locations/winchester,crunch.com,San Jose,CA,gyms,+1 408-478-2800,info@crunchwinchester.com,openstreetmap,https://www.openstreetmap.org/node/12967029380,12967029380,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com/locations/lakewood,crunch.com,Lakewood,CA,gyms,+1 562 262-0404,"",openstreetmap,https://www.openstreetmap.org/node/2521642692,2521642692,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com/locations/west-hills,crunch.com,Canoga Park,CA,gyms,+1-818-884-5034,"",openstreetmap,https://www.openstreetmap.org/node/3841408092,3841408092,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com/locations/norwalkca,crunch.com,Norwalk,CA,gyms,+1-562-741-5331,"",openstreetmap,https://www.openstreetmap.org/node/450367194,450367194,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com/locations/el-cajon-jamacha,crunch.com,El Cajon,CA,gyms,+1-619-383-0101,"",openstreetmap,https://www.openstreetmap.org/node/993792469,993792469,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com/locations/burbank,crunch.com,Burbank,CA,gyms,+1-818-336-9300,"",openstreetmap,https://www.openstreetmap.org/node/5141868830,5141868830,2026-04-28 07:53:43.650201
Crunch Fitness,https://local.biglots.com/ca/merced/665-fairfield-dr,local.biglots.com,Merced,CA,gyms,+1 209-385-3113,"",openstreetmap,https://www.openstreetmap.org/node/206008959,206008959,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com/locations/ceres,crunch.com,Modesto,CA,gyms,+1 209 560 7550,info@crunchceres.com,openstreetmap,https://www.openstreetmap.org/node/13687719946,13687719946,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com/locations/alameda,crunch.com,Alameda,CA,gyms,+1-510-800-4001,"",openstreetmap,https://www.openstreetmap.org/node/12332008477,12332008477,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com/locations/polk-st,crunch.com,"","",gyms,+1-415-292-5444,"",openstreetmap,https://www.openstreetmap.org/node/2167144976,2167144976,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com/locations/simi-valley,crunch.com,Simi Valley,CA,gyms,+1 805-522-5454,manager@crunchsimivalley.com,openstreetmap,https://www.openstreetmap.org/node/11810967395,11810967395,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com/locations/la-mirada,crunch.com,La Mirada,CA,gyms,+1-562-315-7007,"",openstreetmap,https://www.openstreetmap.org/node/449964381,449964381,2026-04-28 07:53:43.650201
Crunch Fitness,https://www.crunch.com,crunch.com,Corona,CA,gyms,+1-951-420-0570,"",openstreetmap,https://www.openstreetmap.org/node/13706951464,13706951464,2026-04-28 07:53:43.650201
Culver City Municipal Plunge,https://www.culvercity.org/Explore/Parks-Recreation/Culver-City-Pool,culvercity.org,Culver City,CA,gyms,+1-310-253-6680,john.adams@culvercity.org,openstreetmap,https://www.openstreetmap.org/node/22729480,22729480,2026-04-28 07:53:43.650201
Cupertino Sports Center,https://www.cupertino.org/our-city/departments/parks-recreation/cupertino-sports-center,cupertino.org,Cupertino,CA,gyms,+1-408-777-3160,sports@cupertino.org,openstreetmap,https://www.openstreetmap.org/node/516494416,516494416,2026-04-28 07:53:43.650201
Curl Fitness,https://www.curlfitness.com/turlock,curlfitness.com,Turlock,CA,gyms,+1 209 226 1115,"",openstreetmap,https://www.openstreetmap.org/node/297136791,297136791,2026-04-28 07:53:43.650201
Curves,https://www.curves.com/,curves.com,Fresno,CA,gyms,+1-559-221-7001,"",openstreetmap,https://www.openstreetmap.org/node/11965816741,11965816741,2026-04-28 07:53:43.650201
Curves,https://www.curves.com,curves.com,Santa Cruz,CA,gyms,+1-831-465-8228,"",openstreetmap,https://www.openstreetmap.org/node/6233009727,6233009727,2026-04-28 07:53:43.650201
CycleBar,https://cyclebar.com/location/los-gatos,cyclebar.com,Los Gatos,CA,gyms,+1 408-628-4477,losgatos@cyclebar.com,openstreetmap,https://www.openstreetmap.org/node/6286734900,6286734900,2026-04-28 07:53:43.650201
CycleBar,https://cyclebar.com/location/fresno,cyclebar.com,Fresno,CA,gyms,+1-559-433-6619,"",openstreetmap,https://www.openstreetmap.org/node/12688460521,12688460521,2026-04-28 07:53:43.650201
Danville Pilates Center,http://www.danvillepilatescenter.com,danvillepilatescenter.com,"","",gyms,+1-925-820-9100,"",openstreetmap,https://www.openstreetmap.org/node/9964920681,9964920681,2026-04-28 07:53:43.650201
DeSisto Strength Training,https://www.desistostrengthtraining.com/,desistostrengthtraining.com,San Francisco,CA,gyms,+1-415-715-9363,owner@desistostrengthtraining.com,openstreetmap,https://www.openstreetmap.org/node/13737433654,13737433654,2026-04-28 07:53:43.650201
Del Cerro Tennis Club,http://www.dctc.com/,dctc.com,"","",gyms,+1-619-310-5299,"",openstreetmap,https://www.openstreetmap.org/node/1224809087,1224809087,2026-04-28 07:53:43.650201
